run,epoch,phase,image_name,ground_truth,prediction
1,1,test,second_gen_h_100_z_-95.png,H,H
1,1,test,second_gen_h_100_z_0.png,H,H
1,1,test,second_gen_h_100_z_10.png,H,H
1,1,test,second_gen_h_100_z_100.png,H,Q
1,1,test,second_gen_h_100_z_105.png,H,Q
1,1,test,second_gen_h_100_z_110.png,H,Q
1,1,test,second_gen_h_100_z_115.png,H,Q
1,1,test,second_gen_h_100_z_120.png,H,Q
1,1,test,second_gen_h_100_z_125.png,H,Q
1,1,test,second_gen_h_100_z_130.png,H,Q
1,1,test,second_gen_h_100_z_135.png,H,Q
1,1,test,second_gen_h_100_z_140.png,H,Q
1,1,test,second_gen_h_100_z_145.png,H,Q
1,1,test,second_gen_h_100_z_15.png,H,H
1,1,test,second_gen_h_100_z_150.png,H,Q
1,1,test,second_gen_h_100_z_155.png,H,Q
1,1,test,second_gen_h_100_z_160.png,H,Q
1,1,test,second_gen_h_100_z_165.png,H,Q
1,1,test,second_gen_h_100_z_170.png,H,Q
1,1,test,second_gen_h_100_z_175.png,H,Q
1,1,test,second_gen_h_100_z_180.png,H,Q
1,1,test,second_gen_h_100_z_20.png,H,H
1,1,test,second_gen_h_100_z_25.png,H,H
1,1,test,second_gen_h_100_z_30.png,H,H
1,1,test,second_gen_h_100_z_35.png,H,H
1,1,test,second_gen_h_100_z_40.png,H,H
1,1,test,second_gen_h_100_z_45.png,H,H
1,1,test,second_gen_h_100_z_5.png,H,H
1,1,test,second_gen_h_100_z_50.png,H,H
1,1,test,second_gen_h_100_z_55.png,H,H
1,1,test,second_gen_h_100_z_60.png,H,H
1,1,test,second_gen_h_100_z_65.png,H,H
1,1,test,second_gen_h_100_z_70.png,H,H
1,1,test,second_gen_h_100_z_75.png,H,H
1,1,test,second_gen_h_100_z_80.png,H,H
1,1,test,second_gen_h_100_z_85.png,H,H
1,1,test,second_gen_h_100_z_90.png,H,H
1,1,test,second_gen_h_100_z_95.png,H,H
1,1,test,second_gen_h_15_z_-10.png,H,Q
1,1,test,second_gen_h_15_z_-100.png,H,H
1,1,test,second_gen_h_15_z_-105.png,H,H
1,1,test,second_gen_h_15_z_-110.png,H,H
1,1,test,second_gen_h_15_z_-115.png,H,H
1,1,test,second_gen_h_15_z_-120.png,H,H
1,1,test,second_gen_h_15_z_-125.png,H,H
1,1,test,second_gen_h_15_z_-130.png,H,H
1,1,test,second_gen_h_15_z_-135.png,H,Q
1,1,test,second_gen_h_15_z_-140.png,H,Q
1,1,test,second_gen_h_15_z_-145.png,H,Q
1,1,test,second_gen_h_15_z_-15.png,H,Q
1,1,test,second_gen_h_15_z_-150.png,H,Q
1,1,test,second_gen_h_15_z_-155.png,H,Q
1,1,test,second_gen_h_15_z_-160.png,H,Q
1,1,test,second_gen_h_15_z_-165.png,H,Q
1,1,test,second_gen_h_15_z_-170.png,H,H
1,1,test,second_gen_h_15_z_-175.png,H,H
1,1,test,second_gen_h_15_z_-180.png,H,H
1,1,test,second_gen_h_15_z_-20.png,H,Q
1,1,test,second_gen_h_15_z_-25.png,H,Q
1,1,test,second_gen_h_15_z_-30.png,H,Q
1,1,test,second_gen_h_15_z_-35.png,H,Q
1,1,test,second_gen_h_15_z_-40.png,H,Q
1,1,test,second_gen_h_15_z_-45.png,H,Q
1,1,test,second_gen_h_15_z_-5.png,H,Q
1,1,test,second_gen_h_15_z_-50.png,H,Q
1,1,test,second_gen_h_15_z_-55.png,H,H
1,1,test,second_gen_h_15_z_-60.png,H,H
1,1,test,second_gen_h_15_z_-65.png,H,H
1,1,test,second_gen_h_15_z_-70.png,H,H
1,1,test,second_gen_h_15_z_-75.png,H,H
1,1,test,second_gen_h_15_z_-80.png,H,H
1,1,test,second_gen_h_15_z_-85.png,H,H
1,1,test,second_gen_h_15_z_-90.png,H,H
1,1,test,second_gen_h_15_z_-95.png,H,H
1,1,test,second_gen_h_15_z_0.png,H,H
1,1,test,second_gen_h_15_z_10.png,H,H
1,1,test,second_gen_h_15_z_100.png,H,H
1,1,test,second_gen_h_15_z_105.png,H,H
1,1,test,second_gen_h_15_z_110.png,H,H
1,1,test,second_gen_h_15_z_115.png,H,H
1,1,test,second_gen_h_15_z_120.png,H,H
1,1,test,second_gen_h_15_z_125.png,H,Q
1,1,test,second_gen_h_15_z_130.png,H,Q
1,1,test,second_gen_h_15_z_135.png,H,Q
1,1,test,second_gen_h_15_z_140.png,H,H
1,1,test,second_gen_h_15_z_145.png,H,H
1,1,test,second_gen_h_15_z_15.png,H,H
1,1,test,second_gen_h_15_z_150.png,H,H
1,1,test,second_gen_h_15_z_155.png,H,H
1,1,test,second_gen_h_15_z_160.png,H,H
1,1,test,second_gen_h_15_z_165.png,H,H
1,1,test,second_gen_h_15_z_170.png,H,H
1,1,test,second_gen_h_15_z_175.png,H,H
1,1,test,second_gen_h_15_z_180.png,H,H
1,1,test,second_gen_h_15_z_20.png,H,H
1,1,test,second_gen_h_15_z_25.png,H,Q
1,1,test,second_gen_h_15_z_30.png,H,Q
1,1,test,second_gen_h_15_z_35.png,H,Q
1,1,test,second_gen_h_15_z_40.png,H,H
1,1,test,second_gen_h_15_z_45.png,H,H
1,1,test,second_gen_h_15_z_5.png,H,H
1,1,test,second_gen_h_15_z_50.png,H,H
1,1,test,second_gen_h_15_z_55.png,H,H
1,1,test,second_gen_h_15_z_60.png,H,H
1,1,test,second_gen_h_15_z_65.png,H,H
1,1,test,second_gen_h_15_z_70.png,H,H
1,1,test,second_gen_h_15_z_75.png,H,H
1,1,test,second_gen_h_15_z_80.png,H,H
1,1,test,second_gen_h_15_z_85.png,H,H
1,1,test,second_gen_h_15_z_90.png,H,H
1,1,test,second_gen_h_15_z_95.png,H,H
1,1,test,second_gen_h_54_z_-10.png,H,Q
1,1,test,second_gen_h_54_z_-100.png,H,H
1,1,test,second_gen_h_54_z_-105.png,H,H
1,1,test,second_gen_h_54_z_-110.png,H,H
1,1,test,second_gen_h_54_z_-115.png,H,H
1,1,test,second_gen_h_54_z_-120.png,H,H
1,1,test,second_gen_h_54_z_-125.png,H,H
1,1,test,second_gen_h_54_z_-130.png,H,H
1,1,test,second_gen_h_54_z_-135.png,H,H
1,1,test,second_gen_h_54_z_-140.png,H,Q
1,1,test,second_gen_h_54_z_-145.png,H,Q
1,1,test,second_gen_h_54_z_-15.png,H,Q
1,1,test,second_gen_h_54_z_-150.png,H,Q
1,1,test,second_gen_h_54_z_-155.png,H,Q
1,1,test,second_gen_h_54_z_-160.png,H,Q
1,1,test,second_gen_h_54_z_-165.png,H,Q
1,1,test,second_gen_h_54_z_-170.png,H,Q
1,1,test,second_gen_h_54_z_-175.png,H,Q
1,1,test,second_gen_h_54_z_-180.png,H,Q
1,1,test,second_gen_h_54_z_-20.png,H,Q
1,1,test,second_gen_h_54_z_-25.png,H,Q
1,1,test,second_gen_h_54_z_-30.png,H,Q
1,1,test,second_gen_h_54_z_-35.png,H,H
1,1,test,second_gen_h_54_z_-40.png,H,Q
1,1,test,second_gen_h_54_z_-45.png,H,H
1,1,test,second_gen_h_54_z_-5.png,H,Q
1,1,test,second_gen_h_54_z_-50.png,H,H
1,1,test,second_gen_h_54_z_-55.png,H,H
1,1,test,second_gen_h_54_z_-60.png,H,H
1,1,test,second_gen_h_54_z_-65.png,H,H
1,1,test,second_gen_h_54_z_-70.png,H,H
1,1,test,second_gen_h_54_z_-75.png,H,H
1,1,test,second_gen_h_54_z_-80.png,H,H
1,1,test,second_gen_h_54_z_-85.png,H,H
1,1,test,second_gen_h_54_z_-90.png,H,H
1,1,test,second_gen_h_54_z_-95.png,H,H
1,1,test,second_gen_h_54_z_0.png,H,Q
1,1,test,second_gen_h_54_z_10.png,H,H
1,1,test,second_gen_h_54_z_100.png,H,H
1,1,test,second_gen_h_54_z_105.png,H,H
1,1,test,second_gen_h_54_z_110.png,H,Q
1,1,test,second_gen_h_54_z_115.png,H,H
1,1,test,second_gen_h_54_z_120.png,H,H
1,1,test,second_gen_h_54_z_125.png,H,H
1,1,test,second_gen_h_54_z_130.png,H,H
1,1,test,second_gen_h_54_z_135.png,H,H
1,1,test,second_gen_h_54_z_140.png,H,H
1,1,test,second_gen_h_54_z_145.png,H,H
1,1,test,second_gen_h_54_z_15.png,H,H
1,1,test,second_gen_h_54_z_150.png,H,H
1,1,test,second_gen_h_54_z_155.png,H,Q
1,1,test,second_gen_h_54_z_160.png,H,Q
1,1,test,second_gen_h_54_z_165.png,H,Q
1,1,test,second_gen_h_54_z_170.png,H,Q
1,1,test,second_gen_h_54_z_175.png,H,Q
1,1,test,second_gen_h_54_z_180.png,H,Q
1,1,test,second_gen_h_54_z_20.png,H,H
1,1,test,second_gen_h_54_z_25.png,H,H
1,1,test,second_gen_h_54_z_30.png,H,H
1,1,test,second_gen_h_54_z_35.png,H,H
1,1,test,second_gen_h_54_z_40.png,H,H
1,1,test,second_gen_h_54_z_45.png,H,H
1,1,test,second_gen_h_54_z_5.png,H,Q
1,1,test,second_gen_h_54_z_50.png,H,H
1,1,test,second_gen_h_54_z_55.png,H,Q
1,1,test,second_gen_h_54_z_60.png,H,H
1,1,test,second_gen_h_54_z_65.png,H,H
1,1,test,second_gen_h_54_z_70.png,H,Q
1,1,test,second_gen_h_54_z_75.png,H,H
1,1,test,second_gen_h_54_z_80.png,H,H
1,1,test,second_gen_h_54_z_85.png,H,Q
1,1,test,second_gen_h_54_z_90.png,H,Q
1,1,test,second_gen_h_54_z_95.png,H,Q
1,1,test,second_gen_h_60_z_-10.png,H,Q
1,1,test,second_gen_h_60_z_-100.png,H,H
1,1,test,second_gen_h_60_z_-105.png,H,H
1,1,test,second_gen_h_60_z_-110.png,H,H
1,1,test,second_gen_h_60_z_-115.png,H,H
1,1,test,second_gen_h_60_z_-120.png,H,H
1,1,test,second_gen_h_60_z_-125.png,H,H
1,1,test,second_gen_h_60_z_-130.png,H,H
1,1,test,second_gen_h_60_z_-135.png,H,H
1,1,test,second_gen_h_60_z_-140.png,H,H
1,1,test,second_gen_h_60_z_-145.png,H,Q
1,1,test,second_gen_h_60_z_-15.png,H,Q
1,1,test,second_gen_h_60_z_-150.png,H,H
1,1,test,second_gen_h_60_z_-155.png,H,H
1,1,test,second_gen_h_60_z_-160.png,H,H
1,1,test,second_gen_h_60_z_-165.png,H,H
1,1,test,second_gen_h_60_z_-170.png,H,H
1,1,test,second_gen_h_60_z_-175.png,H,H
1,1,test,second_gen_h_60_z_-180.png,H,H
1,1,test,second_gen_h_60_z_-20.png,H,Q
1,1,test,second_gen_h_60_z_-25.png,H,Q
1,1,test,second_gen_h_60_z_-30.png,H,Q
1,1,test,second_gen_h_60_z_-35.png,H,Q
1,1,test,second_gen_h_60_z_-40.png,H,Q
1,1,test,second_gen_h_60_z_-45.png,H,Q
1,1,test,second_gen_h_60_z_-5.png,H,Q
1,1,test,second_gen_h_60_z_-50.png,H,H
1,1,test,second_gen_h_60_z_-55.png,H,H
1,1,test,second_gen_h_60_z_-60.png,H,Q
1,1,test,second_gen_h_60_z_-65.png,H,Q
1,1,test,second_gen_h_60_z_-70.png,H,H
1,1,test,second_gen_h_60_z_-75.png,H,H
1,1,test,second_gen_h_60_z_-80.png,H,H
1,1,test,second_gen_h_60_z_-85.png,H,H
1,1,test,second_gen_h_60_z_-90.png,H,H
1,1,test,second_gen_h_60_z_-95.png,H,H
1,1,test,second_gen_h_60_z_0.png,H,Q
1,1,test,second_gen_h_60_z_10.png,H,H
1,1,test,second_gen_h_60_z_100.png,H,H
1,1,test,second_gen_h_60_z_105.png,H,H
1,1,test,second_gen_h_60_z_110.png,H,H
1,1,test,second_gen_h_60_z_115.png,H,H
1,1,test,second_gen_h_60_z_120.png,H,H
1,1,test,second_gen_h_60_z_125.png,H,Q
1,1,test,second_gen_h_60_z_130.png,H,Q
1,1,test,second_gen_h_60_z_135.png,H,Q
1,1,test,second_gen_h_60_z_140.png,H,Q
1,1,test,second_gen_h_60_z_145.png,H,Q
1,1,test,second_gen_h_60_z_15.png,H,H
1,1,test,second_gen_h_60_z_150.png,H,Q
1,1,test,second_gen_h_60_z_155.png,H,Q
1,1,test,second_gen_h_60_z_160.png,H,Q
1,1,test,second_gen_h_60_z_165.png,H,H
1,1,test,second_gen_h_60_z_170.png,H,H
1,1,test,second_gen_h_60_z_175.png,H,H
1,1,test,second_gen_h_60_z_180.png,H,H
1,1,test,second_gen_h_60_z_20.png,H,H
1,1,test,second_gen_h_60_z_25.png,H,Q
1,1,test,second_gen_h_60_z_30.png,H,H
1,1,test,second_gen_h_60_z_35.png,H,H
1,1,test,second_gen_h_60_z_40.png,H,H
1,1,test,second_gen_h_60_z_45.png,H,Q
1,1,test,second_gen_h_60_z_5.png,H,H
1,1,test,second_gen_h_60_z_50.png,H,Q
1,1,test,second_gen_h_60_z_55.png,H,H
1,1,test,second_gen_h_60_z_60.png,H,H
1,1,test,second_gen_h_60_z_65.png,H,Q
1,1,test,second_gen_h_60_z_70.png,H,Q
1,1,test,second_gen_h_60_z_75.png,H,Q
1,1,test,second_gen_h_60_z_80.png,H,H
1,1,test,second_gen_h_60_z_85.png,H,H
1,1,test,second_gen_h_60_z_90.png,H,H
1,1,test,second_gen_h_60_z_95.png,H,H
1,1,test,second_gen_h_77_z_-10.png,H,Q
1,1,test,second_gen_h_77_z_-100.png,H,H
1,1,test,second_gen_h_77_z_-105.png,H,H
1,1,test,second_gen_h_77_z_-110.png,H,H
1,1,test,second_gen_h_77_z_-115.png,H,H
1,1,test,second_gen_h_77_z_-120.png,H,H
1,1,test,second_gen_h_77_z_-125.png,H,H
1,1,test,second_gen_h_77_z_-130.png,H,H
1,1,test,second_gen_h_77_z_-135.png,H,Q
1,1,test,second_gen_h_77_z_-140.png,H,Q
1,1,test,second_gen_h_77_z_-145.png,H,Q
1,1,test,second_gen_h_77_z_-15.png,H,Q
1,1,test,second_gen_h_77_z_-150.png,H,Q
1,1,test,second_gen_h_77_z_-155.png,H,Q
1,1,test,second_gen_h_77_z_-160.png,H,Q
1,1,test,second_gen_h_77_z_-165.png,H,H
1,1,test,second_gen_h_77_z_-170.png,H,Q
1,1,test,second_gen_h_77_z_-175.png,H,Q
1,1,test,second_gen_h_77_z_-180.png,H,Q
1,1,test,second_gen_h_77_z_-20.png,H,Q
1,1,test,second_gen_h_77_z_-25.png,H,Q
1,1,test,second_gen_h_77_z_-30.png,H,Q
1,1,test,second_gen_h_77_z_-35.png,H,Q
1,1,test,second_gen_h_77_z_-40.png,H,Q
1,1,test,second_gen_h_77_z_-45.png,H,Q
1,1,test,second_gen_h_77_z_-5.png,H,Q
1,1,test,second_gen_h_77_z_-50.png,H,Q
1,1,test,second_gen_h_77_z_-55.png,H,Q
1,1,test,second_gen_h_77_z_-60.png,H,Q
1,1,test,second_gen_h_77_z_-65.png,H,H
1,1,test,second_gen_h_77_z_-70.png,H,Q
1,1,test,second_gen_h_77_z_-75.png,H,H
1,1,test,second_gen_h_77_z_-80.png,H,H
1,1,test,second_gen_h_77_z_-85.png,H,H
1,1,test,second_gen_h_77_z_-90.png,H,H
1,1,test,second_gen_h_77_z_-95.png,H,H
1,1,test,second_gen_h_77_z_0.png,H,Q
1,1,test,second_gen_h_77_z_10.png,H,Q
1,1,test,second_gen_h_77_z_100.png,H,H
1,1,test,second_gen_h_77_z_105.png,H,H
1,1,test,second_gen_h_77_z_110.png,H,H
1,1,test,second_gen_h_77_z_115.png,H,Q
1,1,test,second_gen_h_77_z_120.png,H,Q
1,1,test,second_gen_h_77_z_125.png,H,Q
1,1,test,second_gen_h_77_z_130.png,H,Q
1,1,test,second_gen_h_77_z_135.png,H,Q
1,1,test,second_gen_h_77_z_140.png,H,Q
1,1,test,second_gen_h_77_z_145.png,H,Q
1,1,test,second_gen_h_77_z_15.png,H,Q
1,1,test,second_gen_h_77_z_150.png,H,Q
1,1,test,second_gen_h_77_z_155.png,H,Q
1,1,test,second_gen_h_77_z_160.png,H,Q
1,1,test,second_gen_h_77_z_165.png,H,Q
1,1,test,second_gen_h_77_z_170.png,H,Q
1,1,test,second_gen_h_77_z_175.png,H,Q
1,1,test,second_gen_h_77_z_180.png,H,Q
1,1,test,second_gen_h_77_z_20.png,H,H
1,1,test,second_gen_h_77_z_25.png,H,H
1,1,test,second_gen_h_77_z_30.png,H,H
1,1,test,second_gen_h_77_z_35.png,H,H
1,1,test,second_gen_h_77_z_40.png,H,H
1,1,test,second_gen_h_77_z_45.png,H,H
1,1,test,second_gen_h_77_z_5.png,H,Q
1,1,test,second_gen_h_77_z_50.png,H,H
1,1,test,second_gen_h_77_z_55.png,H,Q
1,1,test,second_gen_h_77_z_60.png,H,Q
1,1,test,second_gen_h_77_z_65.png,H,H
1,1,test,second_gen_h_77_z_70.png,H,H
1,1,test,second_gen_h_77_z_75.png,H,H
1,1,test,second_gen_h_77_z_80.png,H,H
1,1,test,second_gen_h_77_z_85.png,H,H
1,1,test,second_gen_h_77_z_90.png,H,H
1,1,test,second_gen_h_77_z_95.png,H,H
1,1,test,second_gen_h_95_z_-10.png,H,Q
1,1,test,second_gen_h_95_z_-100.png,H,H
1,1,test,second_gen_h_95_z_-105.png,H,H
1,1,test,second_gen_h_95_z_-110.png,H,H
1,1,test,second_gen_h_95_z_-115.png,H,H
1,1,test,second_gen_h_95_z_-120.png,H,H
1,1,test,second_gen_h_95_z_-125.png,H,Q
1,1,test,second_gen_h_95_z_-130.png,H,Q
1,1,test,second_gen_h_95_z_-135.png,H,Q
1,1,test,second_gen_h_95_z_-140.png,H,Q
1,1,test,second_gen_h_95_z_-145.png,H,Q
1,1,test,second_gen_h_95_z_-15.png,H,Q
1,1,test,second_gen_h_95_z_-150.png,H,Q
1,1,test,second_gen_h_95_z_-155.png,H,Q
1,1,test,second_gen_h_95_z_-160.png,H,H
1,1,test,second_gen_h_95_z_-165.png,H,H
1,1,test,second_gen_h_95_z_-170.png,H,Q
1,1,test,second_gen_h_95_z_-175.png,H,Q
1,1,test,second_gen_h_95_z_-180.png,H,Q
1,1,test,second_gen_h_95_z_-20.png,H,Q
1,1,test,second_gen_h_95_z_-25.png,H,Q
1,1,test,second_gen_h_95_z_-30.png,H,H
1,1,test,second_gen_h_95_z_-35.png,H,H
1,1,test,second_gen_h_95_z_-40.png,H,H
1,1,test,second_gen_h_95_z_-45.png,H,Q
1,1,test,second_gen_h_95_z_-5.png,H,Q
1,1,test,second_gen_h_95_z_-50.png,H,Q
1,1,test,second_gen_h_95_z_-55.png,H,H
1,1,test,second_gen_h_95_z_-60.png,H,H
1,1,test,second_gen_h_95_z_-65.png,H,H
1,1,test,second_gen_h_95_z_-70.png,H,H
1,1,test,second_gen_h_95_z_-75.png,H,H
1,1,test,second_gen_h_95_z_-80.png,H,H
1,1,test,second_gen_h_95_z_-85.png,H,H
1,1,test,second_gen_h_95_z_-90.png,H,H
1,1,test,second_gen_h_95_z_-95.png,H,H
1,1,test,second_gen_h_95_z_0.png,H,Q
1,1,test,second_gen_h_95_z_10.png,H,Q
1,1,test,second_gen_h_95_z_100.png,H,Q
1,1,test,second_gen_h_95_z_105.png,H,Q
1,1,test,second_gen_h_95_z_110.png,H,Q
1,1,test,second_gen_h_95_z_115.png,H,Q
1,1,test,second_gen_h_95_z_120.png,H,Q
1,1,test,second_gen_h_95_z_125.png,H,Q
1,1,test,second_gen_h_95_z_130.png,H,Q
1,1,test,second_gen_h_95_z_135.png,H,H
1,1,test,second_gen_h_95_z_140.png,H,H
1,1,test,second_gen_h_95_z_145.png,H,H
1,1,test,second_gen_h_95_z_15.png,H,Q
1,1,test,second_gen_h_95_z_150.png,H,Q
1,1,test,second_gen_h_95_z_155.png,H,Q
1,1,test,second_gen_h_95_z_160.png,H,Q
1,1,test,second_gen_h_95_z_165.png,H,Q
1,1,test,second_gen_h_95_z_170.png,H,Q
1,1,test,second_gen_h_95_z_175.png,H,Q
1,1,test,second_gen_h_95_z_180.png,H,Q
1,1,test,second_gen_h_95_z_20.png,H,Q
1,1,test,second_gen_h_95_z_25.png,H,Q
1,1,test,second_gen_h_95_z_30.png,H,Q
1,1,test,second_gen_h_95_z_35.png,H,H
1,1,test,second_gen_h_95_z_40.png,H,H
1,1,test,second_gen_h_95_z_45.png,H,H
1,1,test,second_gen_h_95_z_5.png,H,Q
1,1,test,second_gen_h_95_z_50.png,H,H
1,1,test,second_gen_h_95_z_55.png,H,H
1,1,test,second_gen_h_95_z_60.png,H,Q
1,1,test,second_gen_h_95_z_65.png,H,Q
1,1,test,second_gen_h_95_z_70.png,H,Q
1,1,test,second_gen_h_95_z_75.png,H,Q
1,1,test,second_gen_h_95_z_80.png,H,H
1,1,test,second_gen_h_95_z_85.png,H,Q
1,1,test,second_gen_h_95_z_90.png,H,Q
1,1,test,second_gen_h_95_z_95.png,H,Q
1,1,test,second_gen_p_21_z_-10.png,P,H
1,1,test,second_gen_p_21_z_-100.png,P,H
1,1,test,second_gen_p_21_z_-105.png,P,H
1,1,test,second_gen_p_21_z_-110.png,P,H
1,1,test,second_gen_p_21_z_-115.png,P,H
1,1,test,second_gen_p_21_z_-120.png,P,Q
1,1,test,second_gen_p_21_z_-125.png,P,Q
1,1,test,second_gen_p_21_z_-130.png,P,Q
1,1,test,second_gen_p_21_z_-135.png,P,Q
1,1,test,second_gen_p_21_z_-140.png,P,Q
1,1,test,second_gen_p_21_z_-145.png,P,Q
1,1,test,second_gen_p_21_z_-15.png,P,H
1,1,test,second_gen_p_21_z_-150.png,P,Q
1,1,test,second_gen_p_21_z_-155.png,P,Q
1,1,test,second_gen_p_21_z_-160.png,P,Q
1,1,test,second_gen_p_21_z_-165.png,P,Q
1,1,test,second_gen_p_21_z_-170.png,P,Q
1,1,test,second_gen_p_21_z_-175.png,P,Q
1,1,test,second_gen_p_21_z_-180.png,P,Q
1,1,test,second_gen_p_21_z_-20.png,P,H
1,1,test,second_gen_p_21_z_-25.png,P,H
1,1,test,second_gen_p_21_z_-30.png,P,H
1,1,test,second_gen_p_21_z_-35.png,P,H
1,1,test,second_gen_p_21_z_-40.png,P,H
1,1,test,second_gen_p_21_z_-45.png,P,H
1,1,test,second_gen_p_21_z_-5.png,P,H
1,1,test,second_gen_p_21_z_-50.png,P,H
1,1,test,second_gen_p_21_z_-55.png,P,H
1,1,test,second_gen_p_21_z_-60.png,P,H
1,1,test,second_gen_p_21_z_-65.png,P,H
1,1,test,second_gen_p_21_z_-70.png,P,H
1,1,test,second_gen_p_21_z_-75.png,P,H
1,1,test,second_gen_p_21_z_-80.png,P,H
1,1,test,second_gen_p_21_z_-85.png,P,H
1,1,test,second_gen_p_21_z_-90.png,P,H
1,1,test,second_gen_p_21_z_-95.png,P,H
1,1,test,second_gen_p_21_z_0.png,P,H
1,1,test,second_gen_p_21_z_10.png,P,H
1,1,test,second_gen_p_21_z_100.png,P,Q
1,1,test,second_gen_p_21_z_105.png,P,Q
1,1,test,second_gen_p_21_z_110.png,P,Q
1,1,test,second_gen_p_21_z_115.png,P,Q
1,1,test,second_gen_p_21_z_120.png,P,Q
1,1,test,second_gen_p_21_z_125.png,P,Q
1,1,test,second_gen_p_21_z_130.png,P,Q
1,1,test,second_gen_p_21_z_135.png,P,Q
1,1,test,second_gen_p_21_z_140.png,P,Q
1,1,test,second_gen_p_21_z_145.png,P,Q
1,1,test,second_gen_p_21_z_15.png,P,H
1,1,test,second_gen_p_21_z_150.png,P,Q
1,1,test,second_gen_p_21_z_155.png,P,Q
1,1,test,second_gen_p_21_z_160.png,P,H
1,1,test,second_gen_p_21_z_165.png,P,H
1,1,test,second_gen_p_21_z_170.png,P,Q
1,1,test,second_gen_p_21_z_175.png,P,Q
1,1,test,second_gen_p_21_z_180.png,P,Q
1,1,test,second_gen_p_21_z_20.png,P,H
1,1,test,second_gen_p_21_z_25.png,P,H
1,1,test,second_gen_p_21_z_30.png,P,H
1,1,test,second_gen_p_21_z_35.png,P,Q
1,1,test,second_gen_p_21_z_40.png,P,Q
1,1,test,second_gen_p_21_z_45.png,P,Q
1,1,test,second_gen_p_21_z_5.png,P,H
